Date,NVDA close,Biden,Covid (no vax),First Vax,Booster,Ukraine,Pelosi is Speaker,NVIDIA 2000 release,NVIDIA 3000 release,NVIDIA 4000 release,Apple close,Nasdaq close,TSM close,Oil close,Treasury close,Bitcoin Close,NVDA goog Trend,TSMC goog Trend,TSM quarter earnings,NVDA quarter Earnings 
11/19/18,35.874043,0,0,0,0,0,0,1,0,0,44.846893,7028.47998,32.492249,56.76,2.866,4871.490234,41,6,0.555,0.492
11/20/18,36.959927,0,0,0,0,0,0,1,0,0,42.704205,6908.819824,32.122711,53.43,2.87,4451.870117,41,6,0.555,0.492
11/21/18,35.876518,0,0,0,0,0,0,0,0,0,42.655937,6972.25,32.600403,54.63,2.89,4602.169922,41,6,0.555,0.492
11/23/18,35.948421,0,0,0,0,0,0,0,0,0,41.572525,6938.97998,32.411129,50.42,2.88,4347.109863,41,6,0.555,0.492
11/26/18,37.944176,0,0,0,0,0,0,0,0,0,42.134754,7081.850098,33.204288,51.63,2.9,3779.129883,37,13,0.555,0.492
11/27/18,38.112762,0,0,0,0,0,0,0,0,0,42.043056,7082.700195,33.168232,51.56,2.885,3820.719971,37,13,0.555,0.492
11/28/18,39.68457,0,0,0,0,0,0,0,0,0,43.659721,7291.589844,34.258816,50.29,2.856,4257.419922,37,13,0.555,0.492
11/29/18,39.05175,0,0,0,0,0,0,0,0,0,43.324322,7273.080078,34.18671,51.45,2.855,4278.84668,37,13,0.555,0.492
11/30/18,40.558125,0,0,0,0,0,0,0,0,0,43.090275,7330.540039,33.880264,50.93,2.845,4017.268555,37,13,0.555,0.492
12/3/18,42.198513,0,0,0,0,0,0,0,0,0,44.595947,7441.509766,34.907761,52.95,2.839,3894.130859,34,8,0.555,0.492
12/4/18,38.989712,0,0,0,0,0,0,0,0,0,42.634228,7158.430176,33.745079,53.25,2.799,3956.893799,34,8,0.555,0.492
12/6/18,39.282543,0,0,0,0,0,0,0,0,0,42.158882,7188.259766,33.222313,51.49,2.748,3521.101807,34,8,0.555,0.492
12/7/18,36.632107,0,0,0,0,0,0,0,0,0,40.655624,6969.25,32.915867,52.61,2.696,3419.937256,34,8,0.555,0.492
12/10/18,37.686817,0,0,0,0,0,0,0,0,0,40.92345,7020.52002,32.834743,51,2.709,3502.656006,36,10,0.555,0.492
12/11/18,36.776043,0,0,0,0,0,0,0,0,0,40.689396,7031.830078,33.078098,51.65,2.745,3424.588135,36,10,0.555,0.492
12/12/18,36.952244,0,0,0,0,0,0,0,0,0,40.802807,7098.310059,33.690987,51.15,2.765,3486.950195,36,10,0.555,0.492
12/13/18,36.949757,0,0,0,0,0,0,0,0,0,41.249199,7070.330078,33.645931,52.58,2.756,3313.677246,36,10,0.555,0.492
12/14/18,36.344234,0,0,0,0,0,0,0,0,0,39.929314,6910.660156,32.924873,51.2,2.729,3242.484863,36,10,0.555,0.492
12/17/18,35.631992,0,0,0,0,0,0,0,0,0,39.557732,6753.72998,32.645473,49.88,2.693,3545.864746,36,8,0.555,0.492
12/18/18,36.465832,0,0,0,0,0,0,0,0,0,40.071686,6783.910156,33.132179,46.24,2.656,3696.059082,36,8,0.555,0.492
12/19/18,34.373779,0,0,0,0,0,0,0,0,0,38.821777,6636.830078,32.654488,47.2,2.627,3745.950684,36,8,0.555,0.492
12/20/18,33.527527,0,0,0,0,0,0,0,0,0,37.842125,6528.410156,32.339031,45.88,2.653,4134.441406,36,8,0.555,0.492
12/21/18,32.155163,0,0,0,0,0,0,0,0,0,36.370232,6332.990234,32.185806,45.59,2.642,3896.543701,36,8,0.555,0.492
12/24/18,31.537214,0,0,0,0,0,0,0,0,0,35.429188,6192.919922,31.807259,42.53,2.581,4078.599121,35,7,0.555,0.492
12/26/18,33.031189,0,0,0,0,0,0,0,0,0,37.924164,6554.359863,33.132179,46.22,2.637,3857.297607,35,7,0.555,0.492
12/27/18,32.552223,0,0,0,0,0,0,0,0,0,37.678043,6579.490234,33.150208,44.61,2.59,3654.833496,35,7,0.555,0.492
12/28/18,33.167675,0,0,0,0,0,0,0,0,0,37.697353,6584.52002,33.474682,45.33,2.573,3923.918701,35,7,0.555,0.492
12/31/18,33.130451,0,0,0,0,0,0,0,0,0,38.061707,6635.279785,33.26738,45.41,2.51,3742.700439,32,9,0.555,0.492
1/2/19,33.80547,0,0,0,0,0,0,0,0,0,38.105141,6665.939941,32.915867,46.54,2.503,3943.409424,32,9,0.555,0.492
1/3/19,31.763046,0,0,0,0,0,1,0,0,0,34.309586,6463.5,30.969036,47.09,2.368,3836.741211,32,9,0.555,0.492
1/4/19,33.798023,0,0,0,0,0,1,0,0,0,35.774239,6738.859863,31.518839,47.96,2.482,3857.717529,32,9,0.555,0.492
1/7/19,35.587315,0,0,0,0,0,1,0,0,0,35.694611,6823.470215,31.753178,48.52,2.519,4025.248291,37,9,0.555,0.492
1/8/19,34.701363,0,0,0,0,0,1,0,0,0,36.375053,6897,31.491791,49.78,2.571,4030.8479,37,9,0.555,0.492
1/9/19,35.383823,0,0,0,0,0,1,0,0,0,36.992771,6957.080078,32.095673,52.36,2.559,4035.296387,37,9,0.555,0.492
1/10/19,36.041466,0,0,0,0,0,1,0,0,0,37.111008,6986.069824,32.825733,52.59,2.559,3678.924561,37,9,0.555,0.492
1/11/19,36.934868,0,0,0,0,0,1,0,0,0,36.746643,6971.47998,32.99699,51.59,2.525,3687.365479,37,9,0.555,0.492
1/14/19,37.334423,0,0,0,0,0,1,0,0,0,36.194088,6905.919922,32.230869,50.51,2.529,3706.052246,36,14,0.555,0.492
1/15/19,37.19297,0,0,0,0,0,1,0,0,0,36.93486,7023.830078,32.483238,52.11,2.527,3630.675293,36,14,0.555,0.492
1/16/19,36.937355,0,0,0,0,0,1,0,0,0,37.386086,7034.689941,32.122711,52.31,2.547,3655.006836,36,14,0.626,0.492
1/17/19,37.652088,0,0,0,0,0,1,0,0,0,37.60807,7084.459961,32.708561,52.07,2.571,3678.563965,36,14,0.626,0.492
1/18/19,38.945026,0,0,0,0,0,1,0,0,0,37.839718,7157.22998,33.204288,53.8,2.618,3657.839355,36,14,0.626,0.492
1/22/19,36.919979,0,0,0,0,0,1,0,0,0,36.99036,7020.359863,32.780666,52.57,2.567,3604.577148,32,9,0.626,0.492
1/23/19,37.049023,0,0,0,0,0,1,0,0,0,37.139961,7025.77002,32.888824,52.62,2.591,3585.123047,32,9,0.626,0.492
1/24/19,39.170864,0,0,0,0,0,1,0,0,0,36.845581,7073.459961,33.925339,53.13,2.547,3600.865479,32,9,0.626,0.492
1/25/19,39.744133,0,0,0,0,0,1,0,0,0,38.06654,7164.859863,34.375992,53.69,2.589,3599.765869,32,9,0.626,0.492
1/28/19,34.249695,0,0,0,0,0,1,0,0,0,37.714241,7085.680176,33.745079,51.99,2.581,3470.450439,35,14,0.626,0.492
1/29/19,32.658936,0,0,0,0,0,1,0,0,0,37.323341,7028.290039,32.744614,53.31,2.547,3448.116943,35,14,0.626,0.492
1/30/19,34.095825,0,0,0,0,0,1,0,0,0,39.873821,7183.080078,33.690987,54.23,2.503,3486.181641,35,14,0.626,0.492
1/31/19,35.674183,0,0,0,0,0,1,0,0,0,40.160961,7281.740234,33.907303,53.79,2.44,3457.792725,35,14,0.626,0.492
2/1/19,35.917385,0,0,0,0,0,1,0,0,0,40.180267,7263.870117,33.862247,55.26,2.508,3487.945313,35,14,0.626,0.492
2/4/19,37.021729,0,0,0,0,0,1,0,0,0,41.321583,7347.540039,34.195724,54.56,2.535,3459.154053,31,9,0.626,0.492
2/5/19,37.212814,0,0,0,0,0,1,0,0,0,42.028576,7402.080078,34.47514,53.66,2.513,3466.357422,31,9,0.626,0.492
2/6/19,37.96973,0,0,0,0,0,1,0,0,0,42.043056,7375.279785,34.916771,54.01,2.508,3413.767822,31,9,0.626,0.492
2/7/19,36.584957,0,0,0,0,0,1,0,0,0,41.246788,7288.350098,34.357956,52.64,2.458,3399.47168,31,9,0.626,0.492
2/8/19,36.771076,0,0,0,0,0,1,0,0,0,41.29525,7298.200195,34.060528,52.72,2.441,3666.780273,31,9,0.626,0.492
2/11/19,36.344234,0,0,0,0,0,1,0,0,0,41.057762,7307.899902,34.511189,52.41,2.475,3648.430664,34,8,0.626,0.492
2/12/19,37.515587,0,0,0,0,0,1,0,0,0,41.411572,7414.620117,34.826645,53.1,2.492,3653.528564,34,8,0.626,0.492
2/13/19,37.939953,0,0,0,0,0,1,0,0,0,41.239513,7420.379883,34.366974,53.9,2.527,3632.070557,34,8,0.626,0.23
2/14/19,38.349426,0,0,0,0,0,1,0,0,0,41.389763,7426.950195,34.303879,54.41,2.473,3616.880859,34,8,0.626,0.23
2/15/19,39.046783,0,0,0,0,0,1,0,0,0,41.297672,7472.410156,34.330929,55.59,2.495,3620.810791,34,8,0.626,0.23
2/19/19,38.873066,0,0,0,0,0,1,0,0,0,41.421265,7486.77002,34.664406,56.09,2.47,3947.094482,32,10,0.626,0.23
2/20/19,39.347065,0,0,0,0,0,1,0,0,0,41.687824,7489.069824,35.151115,56.92,2.475,3999.820557,32,10,0.626,0.23
2/21/19,38.657162,0,0,0,0,0,1,0,0,0,41.452766,7459.709961,35.133091,56.96,2.508,3954.118164,32,10,0.626,0.23
2/22/19,39.505898,0,0,0,0,0,1,0,0,0,41.9156,7527.540039,35.502628,57.26,2.468,4005.526611,32,10,0.626,0.23
2/25/19,39.381809,0,0,0,0,0,1,0,0,0,42.22094,7554.459961,35.673874,55.48,2.486,3882.696289,30,8,0.626,0.23
2/26/19,38.987228,0,0,0,0,0,1,0,0,0,42.245174,7549.299805,35.691902,55.5,2.443,3854.35791,30,8,0.626,0.23
2/27/19,38.567822,0,0,0,0,0,1,0,0,0,42.376041,7554.509766,35.556709,56.94,2.49,3851.047363,30,8,0.626,0.23
2/28/19,38.321873,0,0,0,0,0,1,0,0,0,41.959229,7532.529785,35.196186,57.22,2.509,3854.7854,30,8,0.626,0.23
3/1/19,38.865917,0,0,0,0,0,1,0,0,0,42.400276,7595.350098,35.502628,55.8,2.556,3859.58374,30,8,0.626,0.23
3/4/19,38.947906,0,0,0,0,0,1,0,0,0,42.613522,7577.569824,35.286316,56.59,2.531,3761.557129,29,9,0.626,0.23
3/5/19,38.883316,0,0,0,0,0,1,0,0,0,42.535973,7576.359863,35.16914,56.56,2.533,3896.375,29,9,0.626,0.23
3/6/19,37.772858,0,0,0,0,0,1,0,0,0,42.291222,7505.919922,34.961838,56.22,2.497,3903.942627,29,9,0.626,0.23
3/7/19,37.07975,0,0,0,0,0,1,0,0,0,41.801716,7421.459961,34.817623,56.66,2.435,3911.484375,29,9,0.626,0.23
3/8/19,37.422581,0,0,0,0,0,1,0,0,0,41.90107,7408.140137,34.430069,56.07,2.425,3901.131592,29,9,0.626,0.23
3/11/19,40.031033,0,0,0,0,0,1,0,0,0,43.352619,7558.060059,34.826645,56.79,2.44,3905.227295,31,7,0.626,0.23
3/12/19,40.373859,0,0,0,0,0,1,0,0,0,43.839706,7591.029785,35.060986,56.87,2.414,3909.15625,31,7,0.626,0.23
3/13/19,41.889248,0,0,0,0,0,1,0,0,0,44.033566,7643.410156,35.340393,58.26,2.414,3906.717285,31,7,0.626,0.23
3/14/19,41.129066,0,0,0,0,0,1,0,0,0,44.523075,7630.910156,34.988884,58.61,2.43,3924.369141,31,7,0.626,0.23
3/15/19,42.184864,0,0,0,0,0,1,0,0,0,45.102234,7688.529785,35.736969,58.52,2.4,3960.911133,31,7,0.626,0.23
3/18/19,41.97123,0,0,0,0,0,1,0,0,0,45.562664,7714.47998,35.917229,59.09,2.414,4032.507324,33,9,0.626,0.23
3/19/19,43.650574,0,0,0,0,0,1,0,0,0,45.201595,7723.950195,35.836109,59.03,2.425,4071.190186,33,9,0.626,0.23
3/20/19,43.325138,0,0,0,0,0,1,0,0,0,45.596581,7728.970215,35.917229,59.83,2.335,4087.476318,33,9,0.626,0.23
3/21/19,45.695103,0,0,0,0,0,1,0,0,0,47.275932,7838.959961,36.989792,59.98,2.341,4029.326904,33,9,0.626,0.23
3/22/19,44.095257,0,0,0,0,0,1,0,0,0,46.296917,7642.669922,36.439987,59.04,2.255,4023.968262,33,9,0.626,0.23
3/25/19,43.171116,0,0,0,0,0,1,0,0,0,45.737137,7637.540039,35.98032,58.82,2.202,3963.070557,29,8,0.626,0.23
3/26/19,43.938744,0,0,0,0,0,1,0,0,0,45.264591,7691.52002,36.412956,59.94,2.193,3985.080811,29,8,0.626,0.23
3/27/19,43.846828,0,0,0,0,0,1,0,0,0,45.671707,7643.379883,36.232689,59.41,2.165,4087.066162,29,8,0.626,0.23
3/28/19,44.033142,0,0,0,0,0,1,0,0,0,45.732296,7669.169922,36.358871,59.3,2.203,4069.107178,29,8,0.626,0.23
3/29/19,44.607006,0,0,0,0,0,1,0,0,0,46.030354,7729.319824,36.91769,60.14,2.243,4098.374512,29,8,0.626,0.23
4/1/19,45.282711,0,0,0,0,0,1,0,0,0,46.342957,7828.910156,37.28722,61.59,2.312,4158.183105,28,8,0.626,0.23
4/2/19,45.461575,0,0,0,0,0,1,0,0,0,47.01664,7848.689941,37.19709,62.58,2.292,4879.87793,28,8,0.626,0.23
4/3/19,46.857731,0,0,0,0,0,1,0,0,0,47.338924,7895.549805,37.665764,62.46,2.32,4973.021973,28,8,0.626,0.23
4/4/19,46.768299,0,0,0,0,0,1,0,0,0,47.421322,7891.779785,37.891102,62.1,2.317,4922.798828,28,8,0.626,0.23
4/5/19,47.436554,0,0,0,0,0,1,0,0,0,47.738773,7938.689941,38.062355,63.08,2.312,5036.681152,28,8,0.626,0.23
4/8/19,47.645233,0,0,0,0,0,1,0,0,0,48.490002,7953.879883,38.206558,64.4,2.326,5289.770996,26,9,0.626,0.23
4/9/19,47.016716,0,0,0,0,0,1,0,0,0,48.344593,7909.279785,38.044323,63.98,2.304,5204.958496,26,9,0.626,0.23
4/10/19,47.722248,0,0,0,0,0,1,0,0,0,48.616005,7964.240234,38.188538,64.61,2.279,5324.551758,26,9,0.626,0.23
4/11/19,47.583122,0,0,0,0,0,1,0,0,0,48.211315,7947.359863,37.945183,63.58,2.316,5064.487793,26,9,0.626,0.23
4/12/19,47.20303,0,0,0,0,0,1,0,0,0,48.191925,7984.160156,38.377811,63.89,2.375,5089.539063,26,9,0.626,0.23
4/15/19,45.883904,0,0,0,0,0,1,0,0,0,48.279163,7976.009766,38.40485,63.4,2.37,5067.108398,26,12,0.626,0.23
4/16/19,46.755875,0,0,0,0,0,1,0,0,0,48.284004,8000.22998,38.765369,64.05,2.408,5235.55957,26,12,0.626,0.23
4/17/19,46.527328,0,0,0,0,0,1,0,0,0,49.224255,7996.080078,40.009178,63.76,2.401,5251.937988,26,12,0.384,0.23
4/18/19,46.281384,0,0,0,0,0,1,0,0,0,49.401146,7998.060059,40.919502,64,2.369,5298.385742,26,12,0.384,0.23
4/22/19,46.820465,0,0,0,0,0,1,0,0,0,49.563511,8015.27002,40.694176,65.7,2.388,5399.365234,26,14,0.384,0.23
4/23/19,47.366993,0,0,0,0,0,1,0,0,0,50.278385,8120.819824,40.937527,66.3,2.361,5572.362305,26,14,0.384,0.23
4/24/19,47.491207,0,0,0,0,0,1,0,0,0,50.200829,8102.009766,40.928513,65.89,2.315,5464.866699,26,14,0.384,0.23
4/25/19,46.432919,0,0,0,0,0,1,0,0,0,49.745247,8118.680176,40.090298,65.21,2.33,5210.515625,26,14,0.384,0.23
4/26/19,44.241817,0,0,0,0,0,1,0,0,0,49.507778,8146.399902,39.603588,63.3,2.295,5279.348145,26,14,0.384,0.23
4/29/19,44.54987,0,0,0,0,0,1,0,0,0,49.582893,8161.850098,39.504444,63.5,2.318,5247.352539,24,10,0.384,0.23
4/30/19,44.964733,0,0,0,0,0,1,0,0,0,48.628117,8095.390137,39.495434,63.91,2.282,5350.726563,24,10,0.384,0.23
5/1/19,44.833076,0,0,0,0,0,1,0,0,0,51.015053,8049.640137,39.495434,63.6,2.298,5402.697266,24,10,0.384,0.23
5/2/19,45.508785,0,0,0,0,0,1,0,0,0,50.683071,8036.77002,40.018192,61.81,2.352,5505.283691,24,10,0.384,0.23
5/3/19,45.464062,0,0,0,0,0,1,0,0,0,51.313129,8164,40.297607,61.94,2.33,5768.289551,24,10,0.384,0.23
5/6/19,44.67905,0,0,0,0,0,1,0,0,0,50.520706,8123.290039,39.441353,62.25,2.293,5746.807129,25,10,0.384,0.23
5/7/19,43.004681,0,0,0,0,0,1,0,0,0,49.158821,7963.759766,39.441353,61.4,2.252,5829.501465,25,10,0.384,0.23
5/8/19,43.205891,0,0,0,0,0,1,0,0,0,49.168514,7943.319824,39.387272,62.12,2.285,5982.45752,25,10,0.384,0.23
5/9/19,42.279278,0,0,0,0,0,1,0,0,0,48.640236,7910.589844,38.981689,61.7,2.253,6174.528809,25,10,0.384,0.23
5/10/19,41.938931,0,0,0,0,0,1,0,0,0,47.966404,7916.939941,38.603138,61.66,2.25,6378.849121,25,10,0.384,0.23
5/13/19,39.362774,0,0,0,0,0,1,0,0,0,45.178619,7647.02002,36.944725,61.04,2.186,7814.915039,29,13,0.384,0.23
5/14/19,40.254612,0,0,0,0,0,1,0,0,0,45.893799,7734.490234,37.828014,61.78,2.198,7994.416016,29,13,0.384,0.23
5/15/19,39.643494,0,0,0,0,0,1,0,0,0,46.443584,7822.149902,37.828014,62.02,2.153,8205.167969,29,13,0.384,0.22
5/16/19,39.795033,0,0,0,0,0,1,0,0,0,46.239239,7898.049805,37.431431,62.87,2.186,7884.90918,29,13,0.384,0.22
5/17/19,38.885792,0,0,0,0,0,1,0,0,0,45.976521,7816.279785,36.277756,62.76,2.178,7343.895508,29,13,0.384,0.22
5/20/19,37.698334,0,0,0,0,0,1,0,0,0,44.538845,7702.379883,34.844673,63.1,2.205,7978.309082,25,16,0.384,0.22
5/21/19,38.520615,0,0,0,0,0,1,0,0,0,45.392689,7785.720215,35.421505,62.99,2.228,7963.327637,25,16,0.384,0.22
5/22/19,37.810123,0,0,0,0,0,1,0,0,0,44.463436,7750.839844,35.060986,61.42,2.189,7680.066406,25,16,0.384,0.22
5/23/19,36.597813,0,0,0,0,0,1,0,0,0,43.704449,7628.279785,34.312897,57.91,2.088,7881.84668,25,16,0.384,0.22
5/24/19,36.058735,0,0,0,0,0,1,0,0,0,43.536598,7637.009766,34.430069,58.63,2.122,7987.371582,25,16,0.384,0.22
5/28/19,35.606602,0,0,0,0,0,1,0,0,0,43.35659,7607.350098,33.934349,59.14,2.074,8719.961914,30,13,0.384,0.22
5/29/19,34.863811,0,0,0,0,0,1,0,0,0,43.149811,7547.310059,33.970398,58.81,2.036,8659.487305,30,13,0.384,0.22
5/30/19,34.597706,0,0,0,0,0,1,0,0,0,43.373619,7567.720215,34.285854,56.59,2.031,8319.472656,30,13,0.384,0.22
5/31/19,33.689926,0,0,0,0,0,1,0,0,0,42.587875,7453.149902,34.565262,53.5,1.927,8574.501953,30,13,0.384,0.22
6/3/19,33.272079,0,0,0,0,0,1,0,0,0,42.157307,7333.02002,34.988884,53.25,1.847,8208.995117,28,10,0.384,0.22
6/4/19,35.565178,0,0,0,0,0,1,0,0,0,43.699593,7527.120117,35.2052,53.48,1.881,7707.770996,28,10,0.384,0.22
6/5/19,35.137394,0,0,0,0,0,1,0,0,0,44.405037,7575.47998,34.4571,51.68,1.863,7824.231445,28,10,0.384,0.22
6/6/19,35.759159,0,0,0,0,0,1,0,0,0,45.056992,7615.549805,34.646374,52.59,1.884,7822.023438,28,10,0.384,0.22
6/7/19,36.186947,0,0,0,0,0,1,0,0,0,46.256268,7742.100098,34.988884,53.99,1.851,8043.951172,28,10,0.384,0.22
6/10/19,36.915657,0,0,0,0,0,1,0,0,0,46.847401,7823.169922,35.70993,53.26,1.912,8000.32959,27,9,0.384,0.22
6/11/19,37.492661,0,0,0,0,0,1,0,0,0,47.389874,7822.569824,36.016376,53.27,1.909,7927.714355,27,9,0.384,0.22
6/12/19,36.361038,0,0,0,0,0,1,0,0,0,47.239059,7792.720215,35.56572,51.14,1.881,8145.857422,27,9,0.384,0.22
6/13/19,36.873375,0,0,0,0,0,1,0,0,0,47.229313,7837.129883,35.556709,52.28,1.83,8230.923828,27,9,0.384,0.22
6/14/19,35.973057,0,0,0,0,0,1,0,0,0,46.886318,7796.660156,34.105598,52.51,1.846,8693.833008,27,9,0.384,0.22
6/17/19,36.070045,0,0,0,0,0,1,0,0,0,47.166073,7845.02002,33.943356,51.93,1.847,9320.352539,26,12,0.384,0.22
6/18/19,38.022408,0,0,0,0,0,1,0,0,0,48.275349,7953.879883,35.340393,53.9,1.832,9081.762695,26,12,0.384,0.22
6/19/19,38.082096,0,0,0,0,0,1,0,0,0,48.134258,7987.319824,35.511642,53.76,1.768,9273.521484,26,12,0.384,0.22
6/20/19,38.325832,0,0,0,0,0,1,0,0,0,48.521042,8051.339844,36.512104,56.65,1.738,9527.160156,26,12,0.384,0.22
6/21/19,37.743843,0,0,0,0,0,1,0,0,0,48.355618,8031.709961,36.521107,57.43,1.807,10144.55664,26,12,0.384,0.22
6/24/19,37.96769,0,0,0,0,0,1,0,0,0,48.306965,8005.700195,37.206047,57.9,1.753,11011.10254,27,12,0.384,0.22
6/25/19,37.674217,0,0,0,0,0,1,0,0,0,47.574757,7884.720215,36.219589,57.83,1.733,11790.91699,27,12,0.384,0.22
6/26/19,39.609158,0,0,0,0,0,1,0,0,0,48.603748,7909.970215,36.368492,59.38,1.8,13016.23145,27,12,0.384,0.22
6/27/19,40.596531,0,0,0,0,0,1,0,0,0,48.589153,7967.759766,36.843105,59.43,1.763,11182.80664,27,12,0.384,0.22
6/28/19,40.84523,0,0,0,0,0,1,0,0,0,48.146416,8006.240234,36.452244,58.47,1.758,12407.33203,27,12,0.384,0.22
7/1/19,41.327728,0,0,0,0,0,1,0,0,0,49.029457,8091.160156,38.508915,59.09,1.796,10583.13477,25,10,0.384,0.22
7/2/19,40.347824,0,0,0,0,0,1,0,0,0,49.316513,8109.089844,37.969151,56.25,1.747,10801.67773,25,10,0.384,0.22
7/3/19,40.477139,0,0,0,0,0,1,0,0,0,49.725189,8170.22998,37.531757,57.34,1.737,11961.26953,25,10,0.384,0.22
7/5/19,39.850407,0,0,0,0,0,1,0,0,0,49.681396,8161.790039,37.159515,57.51,1.842,10978.45996,25,10,0.384,0.22
7/8/19,39.099308,0,0,0,0,0,1,0,0,0,48.657265,8098.379883,36.591835,57.66,1.844,12285.95801,29,10,0.384,0.22
7/9/19,39.12418,0,0,0,0,0,1,0,0,0,48.954048,8141.72998,36.917557,57.83,1.867,12573.8125,29,10,0.384,0.22
7/10/19,39.808125,0,0,0,0,0,1,0,0,0,49.438141,8202.530273,37.885387,60.43,1.828,12156.5127,29,10,0.384,0.22
7/11/19,41.355087,0,0,0,0,0,1,0,0,0,49.07811,8196.040039,38.06221,60.2,1.877,11358.66211,29,10,0.384,0.22
7/12/19,41.685863,0,0,0,0,0,1,0,0,0,49.45517,8244.139648,38.369312,60.21,1.858,11815.98633,29,10,0.384,0.22
7/15/19,41.601299,0,0,0,0,0,1,0,0,0,49.919796,8258.19043,38.918381,59.58,1.849,10895.08984,29,12,0.384,0.22
7/16/19,41.554054,0,0,0,0,0,1,0,0,0,49.747078,8222.799805,38.871849,57.62,1.883,9477.641602,29,12,0.384,0.22
7/17/19,42.208153,0,0,0,0,0,1,0,0,0,49.467327,8185.209961,38.741558,56.78,1.83,9693.802734,29,12,0.414,0.22
7/18/19,42.325039,0,0,0,0,0,1,0,0,0,50.029266,8207.240234,40.193329,55.3,1.786,10666.48242,29,12,0.414,0.22
7/19/19,41.892292,0,0,0,0,0,1,0,0,0,49.282444,8146.490234,40.788914,55.63,1.805,10530.73242,29,12,0.414,0.22
7/22/19,42.608562,0,0,0,0,0,1,0,0,0,50.408756,8204.139648,41.505489,56.22,1.798,10343.10645,28,11,0.414,0.22
7/23/19,43.687958,0,0,0,0,0,1,0,0,0,50.80283,8251.400391,41.337971,56.77,1.825,9900.767578,28,11,0.414,0.22
7/24/19,44.434082,0,0,0,0,0,1,0,0,0,50.761482,8321.5,41.449654,55.88,1.82,9811.925781,28,11,0.414,0.22
7/25/19,43.120911,0,0,0,0,0,1,0,0,0,50.360104,8238.540039,40.593483,56.02,1.854,9911.841797,28,11,0.414,0.22
7/26/19,43.541222,0,0,0,0,0,1,0,0,0,50.535252,8330.209961,40.444588,56.2,1.862,9870.303711,28,11,0.414,0.22
7/29/19,43.47905,0,0,0,0,0,1,0,0,0,51.007172,8293.330078,40.891281,56.87,1.834,9519.145508,27,7,0.414,0.22
7/30/19,43.635727,0,0,0,0,0,1,0,0,0,50.788235,8273.610352,40.11887,58.05,1.844,9607.423828,27,7,0.414,0.22
7/31/19,41.961929,0,0,0,0,0,1,0,0,0,51.824535,8175.419922,39.672176,58.58,1.844,10085.62793,27,7,0.414,0.22
8/1/19,41.01685,0,0,0,0,0,1,0,0,0,50.703102,8111.120117,38.964905,53.95,1.678,10399.66895,27,7,0.414,0.22
8/2/19,40.089157,0,0,0,0,0,1,0,0,0,49.630318,8004.069824,38.760166,55.66,1.668,10518.17481,27,7,0.414,0.22
8/5/19,37.502602,0,0,0,0,0,1,0,0,0,47.032272,7726.040039,37.103672,54.69,1.534,11805.65332,27,11,0.414,0.22
8/6/19,37.890594,0,0,0,0,0,1,0,0,0,47.922615,7833.27002,38.397228,53.63,1.546,11478.16895,27,11,0.414,0.22
8/7/19,38.273602,0,0,0,0,0,1,0,0,0,48.418861,7862.830078,38.397228,51.09,1.502,11941.96875,27,11,0.414,0.22
8/8/19,39.360435,0,0,0,0,0,1,0,0,0,49.48679,8039.160156,38.992825,52.54,1.537,11966.40723,27,11,0.414,0.22
8/9/19,38.345722,0,0,0,0,0,1,0,0,0,49.078995,7959.140137,38.536823,54.5,1.563,11862.93652,27,11,0.414,0.22
8/12/19,37.666752,0,0,0,0,0,1,0,0,0,48.95446,7863.410156,38.11805,54.93,1.483,11382.61621,31,9,0.414,0.22
8/13/19,38.810806,0,0,0,0,0,1,0,0,0,51.027607,8016.359863,38.936981,57.1,1.569,10895.83008,31,9,0.414,0.22
8/14/19,37.32354,0,0,0,0,0,1,0,0,0,49.508766,7773.939941,37.624817,55.23,1.488,10051.7041,31,9,0.414,0.31
8/15/19,37.000217,0,0,0,0,0,1,0,0,0,49.262142,7766.620117,38.024986,54.47,1.422,10311.5459,31,9,0.414,0.31
8/16/19,39.683769,0,0,0,0,0,1,0,0,0,50.424465,7895.990234,38.657799,54.87,1.412,10374.33887,31,9,0.414,0.31
8/19/19,42.474274,0,0,0,0,0,1,0,0,0,51.36459,8002.810059,38.881153,56.21,1.464,10916.05371,33,13,0.414,0.31
8/20/19,41.750534,0,0,0,0,0,1,0,0,0,51.367023,7948.560059,39.030045,56.34,1.433,10763.23242,33,13,0.414,0.31
8/21/19,42.586182,0,0,0,0,0,1,0,0,0,51.923767,8020.209961,39.625648,55.68,1.467,10138.04981,33,13,0.414,0.31
8/22/19,42.648365,0,0,0,0,0,1,0,0,0,51.879814,7991.390137,39.206863,55.35,1.493,10131.05566,33,13,0.414,0.31
8/23/19,40.400047,0,0,0,0,0,1,0,0,0,49.481899,7751.77002,38.108734,54.17,1.411,10407.96484,33,13,0.414,0.31
8/26/19,41.148659,0,0,0,0,0,1,0,0,0,50.42202,7853.740234,38.471672,53.64,1.43,10370.82031,28,14,0.414,0.31
8/27/19,40.240871,0,0,0,0,0,1,0,0,0,49.853073,7826.950195,38.48098,54.93,1.394,10185.5,28,14,0.414,0.31
8/28/19,40.136311,0,0,0,0,0,1,0,0,0,50.187611,7856.879883,38.760166,55.78,1.374,9754.422852,28,14,0.414,0.31
8/29/19,41.57526,0,0,0,0,0,1,0,0,0,51.037373,7973.390137,39.346462,56.71,1.411,9510.200195,28,14,0.414,0.31
